name,name_for_emails,phone,website,address,street,city,postal_code,latitude,longitude,time_zone,working_hours,working_hours_csv_compatible,verified,owner_id,owner_title,owner_link,cid,kgmid
Max Energy (Yegyi),Max Energy Yegyi,+95 9 891 755024,http://www.maxenergy.com.mm/,"84VC+G5H, Yay Kyi",84VC+G5H,Yay Kyi,,17.343810999999999,95.120483,Asia/Rangoon,"{""Monday"": [""6AM-8PM""], ""Tuesday"": [""6AM-8PM""], ""Wednesday"": [""6AM-8PM""], ""Thursday"": [""6AM-8PM""], ""Friday"": [""6AM-8PM""], ""Saturday"": [""6AM-8PM""], ""Sunday"": [""6AM-8PM""]}","Sunday,6AM,8PM|Monday,6AM,8PM|Tuesday,6AM,8PM|Wednesday,6AM,8PM|Thursday,6AM,8PM|Friday,6AM,8PM|Saturday,6AM,8PM",False,None,Max Energy,,9.1101484528459049e+18,/g/11gdkp510x
BOC 138 Miles (New Highway) Station,Boc 138 Miles New Highway Station,+95 9 898 666773,,138 Yangon - Mandalay Expy,138 Yangon - Mandalay Expy,MM,,18.8333060,96.3425010,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,BOC 138 Miles,,-9.2233720368547758e+18,/g/11fmvg6nyc
Max Energy (Tharrawaddy),Max Energy Tharrawaddy,+95 9 891 755047,http://www.maxenergy.com.mm/,"PQ4H+5Q, Phashwekyaw",PQ4H+5Q,Phashwekyaw,,17.7054370,95.7794380,Asia/Rangoon,"{""Monday"": [""5AM-8PM""], ""Tuesday"": [""5AM-8PM""], ""Wednesday"": [""5AM-8PM""], ""Thursday"": [""5AM-8PM""], ""Friday"": [""5AM-8PM""], ""Saturday"": [""5AM-8PM""], ""Sunday"": [""5AM-8PM""]}","Sunday,5AM,8PM|Monday,5AM,8PM|Tuesday,5AM,8PM|Wednesday,5AM,8PM|Thursday,5AM,8PM|Friday,5AM,8PM|Saturday,5AM,8PM",False,None,Max Energy,,4.4818408993173929e+18,/g/11r_d9f26l
Max Energy (Ngathaing Chaung),Max Energy Ngathaing Chaung,+95 9 891 755026,http://www.maxenergy.com.mm/,"93VC+W6X shwetaung, Ngathaingchaung",93VC+W6X shwetaung,Ngathaingchaung,,17.394852000000000,95.07060799999999,Asia/Rangoon,"{""Monday"": [""5AM-9PM""], ""Tuesday"": [""5AM-9PM""], ""Wednesday"": [""5AM-9PM""], ""Thursday"": [""5AM-9PM""], ""Friday"": [""5AM-9PM""], ""Saturday"": [""5AM-9PM""], ""Sunday"": [""5AM-9PM""]}","Sunday,5AM,9PM|Monday,5AM,9PM|Tuesday,5AM,9PM|Wednesday,5AM,9PM|Thursday,5AM,9PM|Friday,5AM,9PM|Saturday,5AM,9PM",False,None,Max Energy,,-9.2233720368547758e+18,/g/11w3td_d0j
MMHK Gas Station,Mmhk Gas Station,+95 9 40744 5341,,"P7PV+547, Thanlyin",P7PV+547,Thanlyin,,16.735410000000002,96.29278400000000,Asia/Rangoon,"{""Monday"": [""6AM-10PM""], ""Tuesday"": [""6AM-10PM""], ""Wednesday"": [""6AM-10:15PM""], ""Thursday"": [""6AM-10PM""], ""Friday"": [""6AM-10PM""], ""Saturday"": [""6AM-6PM""], ""Sunday"": [""6AM-10PM""]}","Sunday,6AM,10PM|Monday,6AM,10PM|Tuesday,6AM,10PM|Wednesday,6AM,10:15PM|Thursday,6AM,10PM|Friday,6AM,10PM|Saturday,6AM,6PM",False,None,MMHK Gas Station,,-9.2233720368547758e+18,/g/11g8p8s9tp
MMTM,Mmtm,+95 1 801 1287,,"V58M+849, Pinlon Rd, Yangon","V58M+849, Pinlon Rd",Yangon,,16.8657870,96.18287500000000,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,MMTM,,-9.2233720368547758e+18,/g/1yghb62j8
Tharaphu. Petrol Station,Tharaphu Petrol Station,+95 54 25 316,,"F4PR+GPW near kha paung bridge , taung nu, Yangon - Mandalay Expy, Satthwadaw","F4PR+GPW near kha paung bridge , taung nu, Yangon - Mandalay Expy",Satthwadaw,,19.4863500,96.1418240,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,Tharaphu. Petrol Station,,-9.2233720368547758e+18,/g/11fd6czs2t
Max Energy (Ingapu),Max Energy Ingapu,+95 9 891 755181,http://www.maxenergy.com.mm/,"V6QQ+26F, Me Za Li Kone",V6QQ+26F,Me Za Li Kone,,17.8875140,95.23791500000000,Asia/Rangoon,"{""Monday"": [""5AM-10PM""], ""Tuesday"": [""5AM-10PM""], ""Wednesday"": [""5AM-10PM""], ""Thursday"": [""5AM-10PM""], ""Friday"": [""5AM-10PM""], ""Saturday"": [""5AM-10PM""], ""Sunday"": [""5AM-10PM""]}","Sunday,5AM,10PM|Monday,5AM,10PM|Tuesday,5AM,10PM|Wednesday,5AM,10PM|Thursday,5AM,10PM|Friday,5AM,10PM|Saturday,5AM,10PM",False,None,Max Energy,,-9.2233720368547758e+18,/g/11v66jr_0b
MMHK(PT),Mmhk Pt,+95 42 23 599,,"QPPH+5M3, Pathein",QPPH+5M3,Pathein,,16.785383,94.72915700000000,Asia/Rangoon,"{""Monday"": [""6AM-10PM""], ""Tuesday"": [""6AM-10PM""], ""Wednesday"": [""6AM-10PM""], ""Thursday"": [""6AM-10PM""], ""Friday"": [""6AM-10PM""], ""Saturday"": [""6AM-10PM""], ""Sunday"": [""6AM-10PM""]}","Sunday,6AM,10PM|Monday,6AM,10PM|Tuesday,6AM,10PM|Wednesday,6AM,10PM|Thursday,6AM,10PM|Friday,6AM,10PM|Saturday,6AM,10PM",False,None,MMHK(PT),,-9.2233720368547758e+18,/g/11f122sw50
Max Energy Oaktwin,Max Energy Oaktwin,+95 9 969 937044,http://www.maxenergy.com.mm/,"Old, Yangon - Mandalay Expy","Old, Yangon - Mandalay Expy",MM,,18.750226000000001,96.4071590,Asia/Rangoon,"{""Monday"": [""6AM-8PM""], ""Tuesday"": [""6AM-8PM""], ""Wednesday"": [""6AM-8PM""], ""Thursday"": [""6AM-8PM""], ""Friday"": [""6AM-8PM""], ""Saturday"": [""6AM-8PM""], ""Sunday"": [""6AM-8PM""]}","Sunday,6AM,8PM|Monday,6AM,8PM|Tuesday,6AM,8PM|Wednesday,6AM,8PM|Thursday,6AM,8PM|Friday,6AM,8PM|Saturday,6AM,8PM",False,None,Max Energy Oaktwin,,5.1257045790981745e+18,/g/11ff0t2m62
Max Energy (Thuwanna),Max Energy Thuwanna,+95 9 891 755007,http://www.maxenergy.com.mm/,"No.2/B-1, Ward 24 Thanthumar Road Thigangyun Tsp, Yangon","No.2/B-1, Ward 24 Thanthumar Road Thigangyun Tsp",Yangon,,16.8196850,96.2010010,Asia/Rangoon,"{""Monday"": [""5AM-9PM""], ""Tuesday"": [""5AM-9PM""], ""Wednesday"": [""5AM-9PM""], ""Thursday"": [""5AM-9PM""], ""Friday"": [""5AM-9PM""], ""Saturday"": [""5AM-9PM""], ""Sunday"": [""5AM-9PM""]}","Sunday,5AM,9PM|Monday,5AM,9PM|Tuesday,5AM,9PM|Wednesday,5AM,9PM|Thursday,5AM,9PM|Friday,5AM,9PM|Saturday,5AM,9PM",True,-9.2233720368547758e+18,Max Energy,https://www.google.com/maps/contrib/100585170540314640144,6.177096322556757e+18,/g/11fx9dc3k7
Max Energy (Kamarkyi),Max Energy Kamarkyi,+95 9 891 755051,http://www.maxenergy.com.mm/,"R649+GF9, Yangon",R649+GF9,Yangon,,16.8062910,96.2187410,Asia/Rangoon,"{""Monday"": [""5AM-9PM""], ""Tuesday"": [""5AM-9PM""], ""Wednesday"": [""5AM-9PM""], ""Thursday"": [""5AM-9PM""], ""Friday"": [""5AM-9PM""], ""Saturday"": [""5AM-9PM""], ""Sunday"": [""5AM-9PM""]}","Sunday,5AM,9PM|Monday,5AM,9PM|Tuesday,5AM,9PM|Wednesday,5AM,9PM|Thursday,5AM,9PM|Friday,5AM,9PM|Saturday,5AM,9PM",True,-9.2233720368547758e+18,Max Energy,https://www.google.com/maps/contrib/104006526988174566116,-9.2233720368547758e+18,/g/11pdnmzqmy
OK ENERGY (MYINGYAN),Ok Energy Myingyan,+95 9 962 008889,,"FCH2+357, Myingyan-Mandalay Road, Myingyan","FCH2+357, Myingyan-Mandalay Road",Myingyan,,21.4776510,95.400429,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,OK ENERGY,,2.3310228528420654e+18,/g/11gxxh8k1f
Max Energy (Meiktila-2),Max Energy Meiktila 2,+95 9 891 755032,https://www.maxenergy.com.mm/,"Wunzin Quarters,Meikhtila-Myingyan Street, Meiktila, Township 05181","Wunzin Quarters,Meikhtila-Myingyan Street, Meiktila",Township,5181,21.4662220,95.38872000000001,Asia/Rangoon,"{""Monday"": [""5AM-8PM""], ""Tuesday"": [""5AM-8PM""], ""Wednesday"": [""5AM-8PM""], ""Thursday"": [""5AM-8PM""], ""Friday"": [""5AM-8PM""], ""Saturday"": [""5AM-8PM""], ""Sunday"": [""5AM-8PM""]}","Sunday,5AM,8PM|Monday,5AM,8PM|Tuesday,5AM,8PM|Wednesday,5AM,8PM|Thursday,5AM,8PM|Friday,5AM,8PM|Saturday,5AM,8PM",False,None,Max Energy,,-9.2233720368547758e+18,/g/11sy9dmlxz
OK ENERGY (YAMETHIN),Ok Energy Yamethin,+95 9 794 477779,,Yangon - Mandalay Rd,Yangon - Mandalay Rd,MM,,20.5033420,96.0787780,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,OK ENERGY,,-9.2233720368547758e+18,/g/11h5vv16wh
MMTM,Mmtm,+95 9 787 755999,,"V462+JJJ, Mandalay",V462+JJJ,Mandalay,,21.8615990,96.1015260,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,MMTM,,4.8627089405524705e+18,/g/11c1rctvxf
Max Energy (Mandalay-3),Max Energy Mandalay 3,+95 9 891 755036,http://www.maxenergy.com.mm/,"X47J+V6J, Mandalay - Lashio Rd, Bant Bwe","X47J+V6J, Mandalay - Lashio Rd",Bant Bwe,,21.9647090,96.13052000000000,Asia/Rangoon,"{""Monday"": [""6AM-8:30PM""], ""Tuesday"": [""6AM-8:30PM""], ""Wednesday"": [""6AM-8:30PM""], ""Thursday"": [""6AM-8:30PM""], ""Friday"": [""6AM-8:30PM""], ""Saturday"": [""6AM-8:30PM""], ""Sunday"": [""6AM-8:30PM""]}","Sunday,6AM,8:30PM|Monday,6AM,8:30PM|Tuesday,6AM,8:30PM|Wednesday,6AM,8:30PM|Thursday,6AM,8:30PM|Friday,6AM,8:30PM|Saturday,6AM,8:30PM",False,None,Max Energy,,-9.2233720368547758e+18,/g/11ddzkfq7q
Min Htet Thar,Min Htet Thar,+95 9 40261 8599,,"4H4X+5JF, Mandalay - Lashio Rd, Kyun-ta-pin","4H4X+5JF, Mandalay - Lashio Rd",Kyun-ta-pin,,22.105426999999999,96.5990590,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,Min Htet Thar,,7.8206001602592205e+18,/g/11hj15ccpk
Wai Toe Aung Pumping Station ဝေတိုးအောင် ဆီဆိုင်,Wai Toe Aung Pumping Station ဝေတိုးအောင် ဆီဆိုင်,+95 9 769 367208,,"Pyin Oo Lwin, Mandalay - Lashio Rd, Yay-tha-yauk Kon 05086","Pyin Oo Lwin, Mandalay - Lashio Rd",Yay-tha-yauk Kon,5086,22.0712640,96.5775960,Asia/Rangoon,,,False,None,Wai Toe Aung Pumping Station ဝေတိုးအောင် ဆီဆိုင်,,-9.2233720368547758e+18,/g/11fpmpfm4s
Asia Energy (ရမည်းသင်း),Asia Energy ရမည်းသင်း,+95 9 976 778359,http://www.asiaenergy.com.mm/,"Yangon - Mandalay Rd, Yamethin 05221",Yangon - Mandalay Rd,Yamethin,5221,20.3984300,96.14579400000000,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,True,-9.2233720368547758e+18,Asia Energy,https://www.google.com/maps/contrib/107159969498498133885,3.4853856311192591e+18,/g/11g8wtb6cf
Aung Myint Mo(အောင်မြင့်မိုရ် စက်သုံးဆီ),Aung Myint Mo အောင်မြင့်မိုရ် စက်သုံးဆီ,+95 9 966 644432,,Han Ka Pyu,Han Ka Pyu,MM,,10.9253180,98.75598300000000,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,Aung Myint Mo(အောင်မြင့်မိုရ် စက်သုံးဆီ),,1.526932322515178e+18,/g/11qbszjhgp
Everyday Energy,Everyday Energy,+95 9 678 047582,,Mandalay - Lashio Rd,Mandalay - Lashio Rd,MM,,21.8871430,96.35826299999999,Asia/Rangoon,"{""Monday"": [""6AM-7PM""], ""Tuesday"": [""6AM-7PM""], ""Wednesday"": [""6AM-7PM""], ""Thursday"": [""6AM-7PM""], ""Friday"": [""6AM-7PM""], ""Saturday"": [""6AM-7PM""], ""Sunday"": [""6AM-7PM""]}","Sunday,6AM,7PM|Monday,6AM,7PM|Tuesday,6AM,7PM|Wednesday,6AM,7PM|Thursday,6AM,7PM|Friday,6AM,7PM|Saturday,6AM,7PM",False,None,Everyday Energy,,8.715280518635649e+18,/g/11hb3ptxb_
360° Petro 62st,360° Petro 62St,+95 9 799 222258,,"62nd street, Bolba Htoo street x Aung San street, Pyigyitakon Tsp","62nd street, Bolba Htoo street x Aung San street, Pyigyitakon Tsp",Mandalay,,21.9093910,96.1101540,Asia/Rangoon,"{""Monday"": [""6AM-8PM""], ""Tuesday"": [""6AM-8PM""], ""Wednesday"": [""6AM-8PM""], ""Thursday"": [""6AM-8PM""], ""Friday"": [""6AM-8PM""], ""Saturday"": [""6AM-8PM""], ""Sunday"": [""6AM-8PM""]}","Sunday,6AM,8PM|Monday,6AM,8PM|Tuesday,6AM,8PM|Wednesday,6AM,8PM|Thursday,6AM,8PM|Friday,6AM,8PM|Saturday,6AM,8PM",False,None,360° Petro 62st,,-9.2233720368547758e+18,/g/11fk9617y0
PT Power Petrol Station (Pathein),Pt Power Petrol Station Pathein,+95 9 45715 4792,,"RQFR+9V5, Taung Paw (Military City)",RQFR+9V5,Taung Paw (Military City),,16.8233760,94.7922500,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,PT Power Petrol Station,,-9.2233720368547758e+18,/g/11c2pf116x
SOE PHYO PETROL STATION,Soe Phyo Petrol Station,+95 9 45205 4324,,"WFGM+X3P, Allagappa",WFGM+X3P,Allagappa,,21.9274670,95.4826990,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,SOE PHYO PETROL STATION,,6.553383740347902e+18,/g/11dzslp_7t
Terminal 205,Terminal 205,+95 9 977 838025,https://www.goldlink.com.mm/,"V48J+PJV, Corner of Kyaik Waing Pagoda and Mindhama Roads, Mayangone Tsp, Yangon","V48J+PJV, Corner of Kyaik Waing Pagoda and Mindhama Roads, Mayangone Tsp",Yangon,,16.866869000000001,96.13155999999999,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,Terminal 205,,7.2467216035168717e+18,/g/11bzrp0rzp
Petro K (Pathein),Petro K Pathein,+95 9 784 777379,,"RQ6G+3GQ, Pathein Rd, Pathein","RQ6G+3GQ, Pathein Rd",Pathein,,16.8102160,94.7763560,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,Petro K,,-9.2233720368547758e+18,/g/11c1x9s7q6
PHYO PETROL STATION,Phyo Petrol Station,+95 9 45259 0582,,"Main Road, Htantabin 11391",Main Road,Htantabin,11391,16.9846470,95.97269400000000,Asia/Rangoon,"{""Monday"": [""6AM-5:30PM""], ""Tuesday"": [""6AM-5:30PM""], ""Wednesday"": [""6AM-5:30PM""], ""Thursday"": [""6AM-5:30PM""], ""Friday"": [""6AM-5:30PM""], ""Saturday"": [""6AM-5:30PM""], ""Sunday"": [""6AM-5:30PM""]}","Sunday,6AM,5:30PM|Monday,6AM,5:30PM|Tuesday,6AM,5:30PM|Wednesday,6AM,5:30PM|Thursday,6AM,5:30PM|Friday,6AM,5:30PM|Saturday,6AM,5:30PM",True,-9.2233720368547758e+18,PHYO PETROL STATION,https://www.google.com/maps/contrib/101426910093874981816,-9.2233720368547758e+18,/g/11smzcczsv
Pyae Phyo Kyaw(PPK)Petrol Station,Pyae Phyo Kyaw Ppk Petrol Station,+95 9 265 113 069,,"Bayint Naung Street, Kale",Bayint Naung Street,Kale,,23.169913999999999,94.06833300000000,Asia/Rangoon,"{""Monday"": [""6AM-5PM""], ""Tuesday"": [""6AM-5PM""], ""Wednesday"": [""6AM-5PM""], ""Thursday"": [""6AM-5PM""], ""Friday"": [""6AM-5PM""], ""Saturday"": [""6AM-5PM""], ""Sunday"": [""6AM-5PM""]}","Sunday,6AM,5PM|Monday,6AM,5PM|Tuesday,6AM,5PM|Wednesday,6AM,5PM|Thursday,6AM,5PM|Friday,6AM,5PM|Saturday,6AM,5PM",True,-9.2233720368547758e+18,Pyae Phyo Kyaw(PPK)Petrol Station,https://www.google.com/maps/contrib/114705167025929131785,-9.2233720368547758e+18,/g/11fr3wdmfx
SBP Oil (Pyinmana Station),Sbp Oil Pyinmana Station,+95 9 794 538579,,"Q68V+P3, Kyaukchet",Q68V+P3,Kyaukchet,,19.76675,96.24272200000000,Asia/Rangoon,"{""Monday"": [""6AM-8PM""], ""Tuesday"": [""6AM-8PM""], ""Wednesday"": [""6AM-8PM""], ""Thursday"": [""6AM-8PM""], ""Friday"": [""6AM-8PM""], ""Saturday"": [""6AM-8PM""], ""Sunday"": [""6AM-8PM""]}","Sunday,6AM,8PM|Monday,6AM,8PM|Tuesday,6AM,8PM|Wednesday,6AM,8PM|Thursday,6AM,8PM|Friday,6AM,8PM|Saturday,6AM,8PM",False,None,SBP Oil,,32065629311678700,/g/11w5bhtgf7
ဂုဏ်ပွင့်နိုင်(FILLING STATION),ဂုဏ်ပွင့်နိုင် Filling Station,+95 9 964 092208,,"98JG+VRG, ေရႊလမ္းမပတ္လမ္း,ပမၼတီးရပ္ကြက္, ျမစ္ႀကီးနားျမိဳ႕","98JG+VRG, ေရႊလမ္းမပတ္လမ္း,ပမၼတီးရပ္ကြက္",ျမစ္ႀကီးနားျမိဳ႕,,25.3821930,97.3270670,Asia/Rangoon,"{""Monday"": [""5:30AM-9PM""], ""Tuesday"": [""5:30AM-9PM""], ""Wednesday"": [""5:30AM-9PM""], ""Thursday"": [""5:30AM-9PM""], ""Friday"": [""5:30AM-9PM""], ""Saturday"": [""5:30AM-9PM""], ""Sunday"": [""5:30AM-9PM""]}","Sunday,5:30AM,9PM|Monday,5:30AM,9PM|Tuesday,5:30AM,9PM|Wednesday,5:30AM,9PM|Thursday,5:30AM,9PM|Friday,5:30AM,9PM|Saturday,5:30AM,9PM",False,None,ဂုဏ်ပွင့်နိုင်(FILLING STATION),,3.9122514592872607e+18,/g/11hyl35yty
Myat Myittar Mon,Myat Myittar Mon,+95 9 972 731138,,"R4MC+5CW, Yangon",R4MC+5CW,Yangon,,16.8329930,96.1210710,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,Myat Myittar Mon,,2.9814549930322959e+18,/g/11b6mmgwn_
KK petrol station,Kk Petrol Station,+95 9 784 300306,,"အမွတ္(၁)ေဘာတံတားဝန္း, Pathein",အမွတ္(၁)ေဘာတံတားဝန္း,Pathein,,16.7886300,94.7259980,Asia/Rangoon,,,True,-9.2233720368547758e+18,KK petrol station,https://www.google.com/maps/contrib/104578381487994785871,-9.2233720368547758e+18,/g/11qgsg3017
Max Energy (Bahan),Max Energy Bahan,+95 9 891 755004,http://www.maxenergy.com.mm/,"No.76, Sayar San Rd, Yangon","No.76, Sayar San Rd",Yangon,,16.8224140,96.16063100000000,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,Max Energy,,7.4955476309543035e+18,/g/1vyr846w
Terminal 204,Terminal 204,+95 9 977 838204,https://www.goldlink.com.mm/,"2, Gyoe Hpyu",2,Gyoe Hpyu,,17.3411010,95.92956400000000,Asia/Rangoon,,,False,None,Terminal 204,,5.0430770705743258e+18,/g/11hdvt_tk7
Elite Petrochemical JettYb y y,Elite Petrochemical Jettyb Y Y,+95 9 977 838966,https://www.elitepetrochemical.com.mm/,"J7X7+Q25, Unnamed Road, Yangon","J7X7+Q25, Unnamed Road",Yangon,,16.649388,96.262599,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,Elite Petrochemical JettYb y y,,-9.2233720368547758e+18,/g/11fn1tq19l
Max Energy (Thein Phyu),Max Energy Thein Phyu,+95 9 891 755006,http://www.maxenergy.com.mm/,"No.122, Township, Thein Phyu Road, Yangon","No.122, Township, Thein Phyu Road",Yangon,,16.791342000000000,96.167187,Asia/Rangoon,"{""Monday"": [""5AM-9PM""], ""Tuesday"": [""5AM-9PM""], ""Wednesday"": [""5AM-9PM""], ""Thursday"": [""5AM-9PM""], ""Friday"": [""5AM-9PM""], ""Saturday"": [""5AM-9PM""], ""Sunday"": [""5AM-9PM""]}","Sunday,5AM,9PM|Monday,5AM,9PM|Tuesday,5AM,9PM|Wednesday,5AM,9PM|Thursday,5AM,9PM|Friday,5AM,9PM|Saturday,5AM,9PM",False,None,Max Energy,,4.9842108900447341e+17,/g/1s04c0nq2
Max Energy (Sin Ma Lite),Max Energy Sin Ma Lite,+95 9 891 755016,http://www.maxenergy.com.mm/,"No.1124/Ka Gyi, Bayint Naung Rd, Yangon","No.1124/Ka Gyi, Bayint Naung Rd",Yangon,,16.8253200,96.1233080,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,True,-9.2233720368547758e+18,Max Energy,https://www.google.com/maps/contrib/117200862116872239057,-9.2233720368547758e+18,/g/11cn7ws9g2
HNA MYANMAR OIL & GAS LIMITED,Hna Myanmar Oil And Gas Limited,+95 9 777 005219,https://hnaoilandgas.com/,"Q5FC+7M2, Yangon",Q5FC+7M2,Yangon,,16.783864999999999,96.1392960,Asia/Rangoon,"{""Monday"": [""8AM-12AM""], ""Tuesday"": [""12-6AM"", ""8AM-12AM""], ""Wednesday"": [""12-6AM"", ""8AM-12AM""], ""Thursday"": [""12-6AM"", ""8AM-12AM""], ""Friday"": [""12-6AM"", ""8AM-12AM""], ""Saturday"": [""12-6AM""], ""Sunday"": [""Closed""]}","Monday,8AM,12AM|Tuesday,12,6AM|Tuesday,8AM,12AM|Wednesday,12,6AM|Wednesday,8AM,12AM|Thursday,12,6AM|Thursday,8AM,12AM|Friday,12,6AM|Friday,8AM,12AM|Saturday,12,6AM",True,-9.2233720368547758e+18,HNA MYANMAR OIL & GAS LIMITED,https://www.google.com/maps/contrib/109172783068262628218,-9.2233720368547758e+18,/g/11t86y_89r
KMT Min Kyaw Aung,Kmt Min Kyaw Aung,+95 9 259 273 998,,"C546+9VF, Budalin",C546+9VF,Budalin,,22.405944000000002,95.1621680,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,KMT Min Kyaw Aung,,-9.2233720368547758e+18,/g/11fsbtwccr
Mynt Mo Aung,Mynt Mo Aung,+95 9 792 210797,,"3G92+QHR, Bodegon",3G92+QHR,Bodegon,,23.0694860,95.501379,Asia/Rangoon,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""9AM-5PM""], ""Sunday"": [""9AM-5PM""]}","Sunday,9AM,5PM|Monday,9AM,5PM|Tuesday,9AM,5PM|Wednesday,9AM,5PM|Thursday,9AM,5PM|Friday,9AM,5PM|Saturday,9AM,5PM",False,None,Mynt Mo Aung,,-9.2233720368547758e+18,/g/11h047b1x8
