name,brand,lat,lng,address_text,township,city,country_code
"DENKO, Yenangyaung_01 _ _ MGY",Denko,20.459325,94.877997,"No.158, Yangon-Mandalay Hwy Road,Thittapyetaung Kannar Ward,Yenanchaung Township.Magway.",Yenangyaung,Magway,MM
"DENKO, Chauk_01 _ _ MGY",Denko,20.894135,94.820511,"No.15,Toechae Ward, Lamadaw Road, Chauk Township, Magway Division.",Chauk,Magway,MM
"DENKO, ShweBo_01 _ _ SGG",Denko,22.599769,95.935687,"Kyaukmyaung St, Thuzar Ward, Shwebo Township,Sagaging Division.",Shwebo,Sagaing,MM
"DENKO, Yesagyo_01 _ _ MGY",Denko,21.628855,95.244521,"No.236,Yesagyo Myo Win Road,No.6 Ward, Yesagyo Township, Magway Division.",Yesagyo,Magway,MM
"DENKO, Hinthada_01 _ _ AYY",Denko,17.646995,95.451572,"No.220/2, Hninthada –Zalun Road, Indaway Village, Hninthada Township,Ayeyarwady.",Hinthada,Ayeyarwady,MM
"DENKO, Danuphyu_01 _ _ AYY",Denko,17.258011,95.593493,"No.11/28, Danuphyu-Zalun Road, Ohpinkon Village,Danuphyu Township, Maubin, Ayeyarwady.",Danuphyu,Ayeyarwady,MM
"DENKO, Tatkon_01 _ _ NPW",Denko,20.122953,96.210711,"No.6 Yarzadarid, Yangon-Mandalay Hwy, Tatkon Township, Nay Pyi Taw.",Tatkon,Naypyitaw,MM
"DENKO, Lewe_01 _ _ NPW",Denko,19.691040,96.171623,"No.0356 , Yangon-Mandalay Hwy, 7 Ward, Lewe Township, Pyihtaungsu land, Nay Pyi Taw.",Lewe,Naypyitaw,MM
"DENKO, Ohntaw_01 _ _ SGG",Denko,22.004030,95.824835,"Sagaing-Shwebo Road, Zayatkone Village, Ohn Taw Lankae, Sagaing Division.",Sagaing,Sagaing,MM
"DENKO, Kywetatsone_01 _ _ MDY",Denko,20.883708,95.859920,"Meiktila – Taunggyi Hwy Road, near Kywe Tap Son Toll gate,Thar Se Township,Mandalay.",Tharsi,Mandalay,MM
"DENKO, Monywa_03 _ MaAu _ SGG",Denko,22.101391,95.143211,"No.14-16, Monywa-Mandalay Road, MaAu Village, Monywa Township, Sagaing Division.",Monywa,Sagaing,MM
"DENKO, Kyaukpadaung_01 _ _ MDY",Denko,20.826450,95.154117,"No.7/1, Kyaukpadaung-meiktila Road,near myo oo pagoda,thirimigalar ward,Kyaukpadaung Township,Mandalay.",Kyaukpadaung,Mandalay,MM
"DENKO, NyaungU_02 _ _ MDY",Denko,21.298407,95.060472,"No.61,Nyaung U –Myintgyan Road,near pakokku bridge, Thithtaung Village,Nyaung U Township,Mandalay.",Nyaung-U,Mandalay,MM
"DENKO, Monywa_02 _ KanNar _ SGG",Denko,22.121551,95.153633,"No.66/149, Kannar Road, Yonegyi Ward,Thalawady port,Monywa Township,Sagaing Division.",Monywa,Sagaing,MM
"DENKO, NyaungU_01 _ _ MDY",Denko,21.193954,94.907149,"NyaungU-Kyaukpandaung Road,Kyauksitkan Taungba Village,Nyaung U Township,Mandalay.",Nyaung-U,Mandalay,MM
"DENKO, Letpanhla_01 _ SintGu _ MDY",Denko,21.958828,96.089103,"No.730/1522, Mandalay-Myintkyinar Road,Letpanla Village,Sintku Township, Mandalay Division.",Sintgaing,Mandalay,MM
"DENKO, Monywa_01 _ Aungmingalar _ SGG",Denko,22.116300,95.133471,"Monywa-YeU Road, near Aungmingalar round about,Ohpotaung Ward,Monywa Township,Sagaing Division.",Monywa,Sagaing,MM
"DENKO, Myingyan_01 _ ChaungTown _ MDY",Denko,21.882181,96.080155,"No.54-55, Chaung Town 20 Ward, Myintgyan-Mandalay Hwy Road, Myintgyan Township,Mandalay Division.",Myingyan,Mandalay,MM
"DENKO, Meiktila_01 _ Tawma _ MDY",Denko,20.883708,95.859920,"Meiktila-Taunggyi Hwy Road, Tawma, Htamonkan Village, Meiktila Township,Mandalay Division.",Meiktila,Mandalay,MM
"DENKO, Paleik_01 _ _ MDY",Denko,21.800150,96.066544,"No.42/200, Yangon-Mandalay Hwy Road, Sesone Village, Sintgaing Township,Mandalay.",Sintgaing,Mandalay,MM
"DENKO, Sintgaing_01 _ _ MDY",Denko,21.737089,96.108065,"Yangon-Mandalay Hwy Road, Nyaung Pin Village, Sintgaing Township,Mandalay.",Sintgaing,Mandalay,MM
"DENKO, Kyaukse_01 _ _ MDY",Denko,21.463342,96.185080,"No.28/4,Yangon-Mandalay Hwy Road, Pyipan Village, Kyaukse Township, Mandalay Division.",Kyaukse,Mandalay,MM
"DENKO, Wundwin_01 _ _ MDY",Denko,21.091505,96.024475,"Yangon-Mandalay Hwy Road,No.2 Ward,Wundwin Township,Mandalay.",Wundwin,Mandalay,MM
"DENKO, Madaya_01 _ _ MDY",Denko,22.137363,96.116901,"No.239,Mandalay –Mogok Main Road, Tangethe, Kyauksayintaung Village,Madaya Township,Mandalay.",Madaya,Mandalay,MM
"DENKO, Taungoo_01 _ _ BGO",Denko,18.944482,96.442891,"No.18, Yangon-Mandalay Hwy, Indine Village, Taungoo Township, Bago Division.",Taungoo,Bago,MM
"DENKO, Mogok_01 _ KyatPyin _ MDY",Denko,22.923278,96.510765,"No.10/23,Mandalay-Myintkyina Highway Road,Tangethe,Kathe Village, Mogok Township,PyinOLwin, Mandalay.",Mogok,Mandalay,MM
"DENKO, Pyuntaza_01 _ _ BGO",Denko,17.824818,96.673776,"No.10/2, Yangon-Mandalay Hwy, Myoma 1 Ward, Pyuntaza Township, Nyaunglaypin, Bago Division.",Pyuntaza,Bago,MM
"DENKO, Kyauksein_01 _JadeMarket _ MDY",Denko,21.910037,96.051159,"Mandalay-Sagaing Road, SinYaMyinmu Village, Amarapura Township,Mandalay.",Amarapura,Mandalay,MM
"DENKO, Waw_01 _ _ BGO",Denko,17.475833,96.676030,"Yangon-Mawlamyaine Road, WawbobainKyaon,Aung Chan Thar Ward, Waw Township,Bago Division.",Waw,Bago,MM
"DENKO, SwalTaw_01 _ CarGyiWon _ MDY",Denko,21.976997,96.066541,"NatYayKan Ward, SwalTaw, CarGyiWon, Amarapura Township,Mandalay.",Amarapura,Mandalay,MM
"DENKO, Phayagyi_01 _ _ BGO",Denko,17.473214,96.527751,"Yangon-Mandalay Hwy, Shansu Ward, Phayagyi Village, Bago Division.",Bago,Bago,MM
"DENKO, YinTaw_01 _ Amarapura _ MDY",Denko,21.995938,96.067373,"No.52/54, Myo Pat Road,Yintaw Village, Amarapura Township,Mandalay.",Amarapura,Mandalay,MM
"DENKO, ShanKaLayKyun_01 _ _ MDY",Denko,21.869219,96.089805,"No.1/5,Sagaing –Mandalay Road, Corner of KanDawGyi,Shankalay kyun Village, Amarapura Township,Mandalay.",Amarapura,Mandalay,MM
"DENKO, Panchi_01 _ Amarapura _ MDY",Denko,21.915970,95.962111,"No.613,Mandalay – Sagaing Hwy Road ,Pachi Village,Amarapura Township,Mandalay.",Amarapura,Mandalay,MM
"DENKO, Phyu_01 _ 115mile _ BGO",Denko,19.486338,96.141841,"Yangon-Mandalay Express High Way Main Road, Phyu 115 Miles, Phyu Township,Bago Division.",Phyu,Bago,MM
"DENKO, ShweKyin_01 _ _ MDY",Denko,22.031618,96.097526,"Mandaly-Madaya-Myintkyina Road,in font of Shwekyin monestry, near Mandalay Hill, Aungmyaytharsan Township,Mandalay.",Aungmyethazan,Mandalay,MM
"DENKO, Htantabin_01 _ _ YGN",Denko,17.019202,95.979869,"No.8/4, Yangon-Pathein Main Road, Asugyi Village, North part of Yangon,Htantabin Township.Yangon Division.",Htantabin,Yangon,MM
"DENKO, TaDaU_01 _ Myothar _ MDY",Denko,21.454010,96.184151,"No.3, TadaU-Myothar Road, Near Chanthargyi Pogada, TadaU Township,Madalay.",Tada-U,Mandalay,MM
"DENKO, SaeOeBo_01 _ TadaU _ MDY",Denko,21.800262,96.066968,"No.14/1,Yangon-Mandalay Highway Main Road,SaeOeBo roundabout, SaeOeBo Village,Amarapura Township,Mandalay.",Amarapura,Mandalay,MM
"DENKO, ShwePyiThar_01 _ _ YGN",Denko,16.975867,96.075976,"No.42/305, Number 4 Main Road, Industrial Zone (1),Shwe Pyi Thar Township,Yangon.",Shwepyitha,Yangon,MM
"DENKO, HtoneBo_01 _ 67St _ MDY",Denko,21.942639,96.102961,"No.580/K,67 St,Htonebo-myintnye Road, Amarapura Township,Mandalay.",Amarapura,Mandalay,MM
"DENKO, SouthDagon_01 _ _ YGN",Denko,16.883364,96.234035,"No.1 A-B, corner of Number 2 Main Road and Kyan Sitthar Road,South Dagon Township,Yangon",South Dagon,Yangon,MM
"DENKO, 74St_01 _ Tagundaing _ MDY",Denko,21.904804,96.104996,"No.15A, 73x34 St, near Tagundaing Roundabout, Taungmyint Ward, Pyigyitakon Township, Mandalay.",Pyigyidagun,Mandalay,MM
"DENKO, DagonSeikkan_01 _ _YGN",Denko,16.833154,96.262350,"No.1830, 60 Ward, coner of Bago river road and Aawayar road,Dagon Seikkan Township,Yangon",Dagon Seikkan,Yangon,MM
"DENKO, Theikpan_01 _ _ MDY",Denko,21.917445,96.123298,"Corner of Theikpan St and 54 St, Mahar Aungmyay Township. Mandalay.",Maha Aungmyay,Mandalay,MM
"DENKO, Thanlyin_02 _ _ YGN",Denko,16.755469,96.258031,"No.671, Kyaik Khauk Pagoda Road , Phayargone Village, Thanlyin Township,Yangon.",Thanlyin,Yangon,MM
"DENKO, Thanlyin_01 _ _ YGN",Denko,16.744866,96.265549,"No.17, Area no.7,Kyaik Khauk Pagoda Road,Thanlyin Township,Yangon.",Thanlyin,Yangon,MM
"DENKO, 62St_01 _ _ MDY",Denko,21.951352,96.111371,"Corner of Mandalay 62 St and Theikpan St, Chanmyatharse Township,Mandalay.",Chanmyathazi,Mandalay,MM
"DENKO, HlaingTharYar_03 _ _ YGN",Denko,16.864409,96.107102,"No.3/49,Khayapin Road,A Layar Village,Hlaing Thar Yar Township,Yangon.",Hlaing Thar Yar,Yangon,MM
"DENKO, HlaingTharYar_02 _ _ YGN",Denko,16.889239,96.040419,"No.151,Zone 5, Annawyahtar Road, Hlaing Thar Yar Township, Yangon.",Hlaing Thar Yar,Yangon,MM
"DENKO, HlaingTharYar_01 _ _ YGN",Denko,16.844350,96.077675,"Yangon-Pathein main Road,No.588,7 ward,Hlaing Thar Yar Township,Yangon.",Hlaing Thar Yar,Yangon,MM
"DENKO, NorthDagon_03 _ Pinlon _ YGN",Denko,16.873110,96.195671,"Pinlon Road,beside of City Mart,North Dagon Township,Yangon.",North Dagon,Yangon,MM
"DENKO, NorthDagon_02 _ Junction _ YGN",Denko,16.841796,96.229700,"No.13/F,Pyihtaungsu Road,27 ward,North & South main North Dagon Township,Yangon.",North Dagon,Yangon,MM
"DENKO, NorthDagon_01 _ BaHtoo _ YGN",Denko,16.885737,96.164833,"No.542/543, Bomu Bahtoo Road,Beside of FFSS(Yangon),North Dagon Township,Yangon.",North Dagon,Yangon,MM
"DENKO, KoneTaLaBaung_01 _ _ YGN",Denko,17.000315,96.144546,"No.3 Main Road, KoneTaLaBaung Village,Mingalardon Township,Yangon.",Mingaladon,Yangon,MM
"DENKO, Hlegu_01 _ _ YGN",Denko,17.471268,96.527995,"Yangon-Bago main Road, Kyonkalay Village, Tan 100 Rice milling Area,Hlegu Township,Yangon.",Hlegu,Yangon,MM
"DENKO, 78St_01 _ Khinsawmu _ MDY",Denko,21.968123,96.077023,"Mandaly 78 St,Khinsawmu, Maharaungmyay Township, Mandalay",Maha Aungmyay,Mandalay,MM
"DENKO, Northokkalapa_01 _ _ YGN",Denko,16.843612,96.121124,"No.16/H,Khaymarthi Road,North Okkalapa Township,Yangon.",North Okkalapa,Yangon,MM
"DENKO, Insein_01 _ _ YGN",Denko,16.884346,96.110362,"Yangon-Insein main Road, BOC, Nanthargone Ward,Insein Township,Yangon.",Insein,Yangon,MM
"DENKO, AungSan_01 _ _ YGN",Denko,16.922684,96.097805,"Lower Mingalardon Road, Singu Ward, Insein Township,Yangon.",Insein,Yangon,MM
"DENKO, Bahan_01 _ _ YGN",Denko,16.801430,96.144565,"No.5,Corner of U Wisara Road and Shwegonedaing Road, Bahan Township,Yangon.",Bahan,Yangon,MM
"DENKO, NayPyiTaw_4_GP_NPW",Denko,19.737377,96.194517,"No. (44/106, 117), Pyinmana-Taungnyo Road, Zalaung Village, Ottayathiri Township, Nay Pyi Taw.",Ottayathiri,Naypyitaw,MM
"DENKO, Labuta_01_AYY",Denko,16.583355,94.903942,"No. (14/2,19/6), Myo Ma (9) Ward, Myaung Mya-Labuta Highway Road, Labuta Tsp, Ayeyarwady Division",Labutta,Ayeyarwady,MM
BOC 35th Street Station,BOC,21.958828,96.089103,,Mandalay,Mandalay,MM
BOC 62nd Street Station,BOC,21.958828,96.089103,,Mandalay,Mandalay,MM
BOC Amarapura Station,BOC,21.910037,96.051159,,Amarapura,Mandalay,MM
BOC Kyauk Pa Taung Station,BOC,20.844344,95.127572,,Kyaukpadaung,Mandalay,MM
BOC Sa Gaing Station,BOC,21.915970,95.962111,,Sagaing,Sagaing,MM
BOC Ta Dar Oo Station,BOC,21.817007,95.975795,,Tada-U,Mandalay,MM
BOC Taung Gyi Station,BOC,20.790341,97.036247,,Taunggyi,Shan,MM
BOC Hsi Paw Station,BOC,22.623632,97.300360,,Hsipaw,Shan,MM
BOC Sint Kaing Station,BOC,21.731930,96.107389,,Sintgaing,Mandalay,MM
BOC Mogok Station,BOC,22.923278,96.510765,,Mogok,Mandalay,MM
BOC Bhamo Station,BOC,24.262957,97.238318,,Bhamo,Kachin,MM
BOC Shwe Pachi Station,BOC,22.571278,95.697009,,Shwebo,Sagaing,MM
BOC Shwe Bo Station,BOC,22.571278,95.697009,,Shwebo,Sagaing,MM
BOC Namsang Station,BOC,20.901148,97.725376,,Namsang,Shan,MM
BOC 138 Miles (New Highway) Station,BOC,18.485262,96.436606,,Phyu,Bago,MM
BOC Ywar Ngan Station,BOC,20.790341,97.036247,,Taunggyi,Shan,MM
BOC Myingyan Station,BOC,21.457475,95.391995,,Myingyan,Mandalay,MM
BOC Nyaung Oo Station,BOC,21.193954,94.907149,,Nyaung-U,Mandalay,MM
BOC Aung Pan Station,BOC,20.634915,96.566531,,Kalaw,Shan,MM
BOC Taung Lay Lone Station,BOC,20.790341,97.036247,,Taunggyi,Shan,MM
BOC Mohnyin Station,BOC,24.776070,96.364375,,Mohnyin,Kachin,MM
BOC Lashio Station,BOC,22.944344,97.751405,,Lashio,Shan,MM
BOC Muse Station,BOC,23.993288,97.910265,,Muse,Shan,MM
BOC Twan Tay Station,BOC,16.712025,95.928561,,Twante,Yangon,MM
BOC Mandalay 78 Station,BOC,21.958828,96.089103,,Mandalay,Mandalay,MM
BOC Cherry Taung Gyi Station,BOC,20.790341,97.036247,,Taunggyi,Shan,MM
BOC Taung Gyi Station 2,BOC,20.790341,97.036247,,Taunggyi,Shan,MM
BOC Yangon 4 Main Road Station,BOC,16.914349,96.152699,,Yangon,Yangon,MM
BOC Hsi Paw Station 2,BOC,22.623632,97.300360,,Hsipaw,Shan,MM
BOC Pathein Lay Station,BOC,16.784306,94.733315,,Pathein,Ayeyarwady,MM
BOC Shadaung Station,BOC,18.702230,95.214732,,Shwedaung,Bago,MM
BOC Loilem Station,BOC,20.924244,97.562897,,Loilen,Shan,MM
BOC Thaketa Station,BOC,16.795553,96.213878,,Thaketa,Yangon,MM
BOC Junction North & South Station,BOC,16.878555,96.189407,,North Dagon,Yangon,MM
BOC Min Ye Kyaw Swar Station,BOC,16.914349,96.152699,,Yangon,Yangon,MM
BOC North Oakkalar Station,BOC,16.920843,96.167695,,North Okkalapa,Yangon,MM
BOC Maung Ma Kan Station,BOC,16.914349,96.152699,,Yangon,Yangon,MM
BOC Kan Gyi Station,BOC,20.790341,97.036247,,Taunggyi,Shan,MM
BOC Kho Lam Station,BOC,16.914349,96.152699,,Yangon,Yangon,MM
BOC Namsang 2 Station,BOC,20.901148,97.725376,,Namsang,Shan,MM
BOC Hlaing Thar Yar Station,BOC,16.844350,96.077675,,Hlaing Thar Yar,Yangon,MM
BOC Yuzana Station,BOC,16.914349,96.152699,,Yangon,Yangon,MM
BOC DaLa Station,BOC,16.756205,96.159131,,Dala,Yangon,MM
BOC Oak Twin Station,BOC,18.831251,96.410398,,Oktwin,Bago,MM
BOC Industry Station,BOC,16.914349,96.152699,,Yangon,Yangon,MM
BOC Myoe Pat Lan Station,BOC,16.914349,96.152699,,Yangon,Yangon,MM
BOC Meiktila Station,BOC,20.883708,95.859920,,Meiktila,Mandalay,MM
PT Power Bego Station,PT Power,17.324434,96.469628,,Bago,Bago,MM
PT Power Kyaik Hote Station,PT Power,17.308124,97.012324,,Kyaikto,Mon,MM
PT Power Myawaddy Station,PT Power,16.680125,98.507020,,Myawaddy,Kayin,MM
PT Power Mhaw Bi Station,PT Power,17.100563,96.043751,,Hmawbi,Yangon,MM
PT Power Oat Ta Ra Ti Ri Station,PT Power,19.763306,96.078510,,Ottayathiri,Naypyitaw,MM
PT Power Pearl Station,PT Power,16.914349,96.152699,,Yangon,Yangon,MM
PT Power Tar Wut Ti Station,PT Power,20.133212,96.200371,,Tatkon,Naypyitaw,MM
PT Power Tharkayta Station,PT Power,16.795553,96.213878,,Thaketa,Yangon,MM
PT Power Ya Mae Tin Station,PT Power,20.431473,96.136793,,Yamethin,Mandalay,MM
PT Power South Dagon (Ayarwun) Station,PT Power,16.854012,96.239976,,South Dagon,Yangon,MM
PT Power South Dagon (Industrial Zone) Station,PT Power,16.854012,96.239976,,South Dagon,Yangon,MM
PT Power Pyay Station,PT Power,18.821001,95.247065,,Pyay,Bago,MM
PT Power Taung Lay Lone Station,PT Power,20.790341,97.036247,,Taunggyi,Shan,MM
PT Power Pa Thein Station,PT Power,16.784306,94.733315,,Pathein,Ayeyarwady,MM
PT Power Ka Lag Wel Station,PT Power,23.194170,94.023572,,Kalay,Sagaing,MM
PT Power NayPyiDaw Station 2,PT Power,19.763306,96.078510,,Naypyitaw,Naypyitaw,MM
PT Power MawLaMyaing MuPon Station,PT Power,16.454317,97.643961,,Mawlamyine,Mon,MM
PT Power Mottama Station,PT Power,16.619038,97.456156,,Paung,Mon,MM
PT Power No. 2 Main Road Station,PT Power,16.914349,96.152699,,Yangon,Yangon,MM
PT Power Yangon Expressway Station,PT Power,16.914349,96.152699,,Yangon,Yangon,MM
PT Power Thanlyin Kyauk Tan Station,PT Power,16.765967,96.251544,,Thanlyin,Yangon,MM
New Day (Sanchaung),New Day,16.806793,96.129777,"Baho Rd., Corner of Shan Lane, Kyun Taw South Ward, Sanchaung Township",Sanchaung,Yangon,MM
New Day (Mayangon),New Day,16.858019,96.156290,"274, Kaba Aye Pagoda Rd., Near Marina Residence, Ward 10, Mayangone Township",Mayangon,Yangon,MM
New Day (Pyinmana),New Day,19.827722,96.262300,"Old Yangon-Mandalay Highway, Pyinmana",Pyinmana,Naypyidaw,MM
KZH Petro Station (Mandalay),KZH,21.964779,96.080013,"411, 84th St., Between 38th and 39th St., Maha Aung Myay Township, Mandalay",Maha Aung Myay,Mandalay,MM
Puma Energy Asia Sun (Thilawa),Puma Energy,16.668810,96.273429,"Thilawa SEZ, Thilawa port, Yangon",Thanlyin,Yangon,MM
Nilar (Mandalay),Nilar,21.981538,96.095248,"Rm-5, 89th St., Between 22nd and 23rd St., Thiri Mingalar Car Compound, Mandalay",Mandalay,Mandalay,MM
Myawaddy Trading (Seikkan),Myawaddy Trading,16.767850,96.165293,"No. 55/61, Strand Road, Seikkan Township, Yangon",Dagon Seikkan,Yangon,MM
